 name	GO
PF3D7_API01800	RPL16	GO:0005840
PF3D7_0713600	PF3D7_0713600	GO:0005840
PF3D7_API01700	RPS3	GO:0005840
PF3D7_1308300	RPS27	GO:0005840
PF3D7_1211500	PF3D7_1211500	GO:0005840
PF3D7_1431000	PF3D7_1431000	GO:0005840
PF3D7_1463800	PF3D7_1463800	GO:0005840
PF3D7_0531200	PF3D7_0531200	GO:0005840
PF3D7_0524600	PF3D7_0524600	GO:0005840
PF3D7_1339500	PF3D7_1339500	GO:0005840
PF3D7_1004000	PF3D7_1004000	GO:0005840
PF3D7_0210100	PF3D7_0210100	GO:0005840
PF3D7_0611700	RPL39	GO:0005840
PF3D7_1461300	PF3D7_1461300	GO:0005840
PF3D7_1338200	RPL6	GO:0005840
PF3D7_0614500	RPL19	GO:0005840
PF3D7_1342000	PF3D7_1342000	GO:0005840
PF3D7_API02000	RPL14	GO:0005840
PF3D7_0507100	RPL4	GO:0005840
PF3D7_0822000	PF3D7_0822000	GO:0005840
PF3D7_0718400	PF3D7_0718400	GO:0005840
PF3D7_0706400	RPL37	GO:0005840
PF3D7_1467400	RPL22	GO:0005840
PF3D7_API01500	RPL2	GO:0005840
PF3D7_1322800	PF3D7_1322800	GO:0005840
PF3D7_1110600	PF3D7_1110600	GO:0005840
PF3D7_1132700	mRPL2	GO:0005840
PF3D7_1126200	RPS18	GO:0005840
PF3D7_0810100	PF3D7_0810100	GO:0005840
PF3D7_1245400	PF3D7_1245400	GO:0005840
PF3D7_0610000	PF3D7_0610000	GO:0005840
PF3D7_1431700	PF3D7_1431700	GO:0005840
PF3D7_1302800	PF3D7_1302800	GO:0005840
PF3D7_1465900	PF3D7_1465900	GO:0005840
PF3D7_1032000	RimM	GO:0005840
PF3D7_0503800	RPL31	GO:0005840
PF3D7_1460300	RPL29	GO:0005840
PF3D7_0412100	PF3D7_0412100	GO:0005840
PF3D7_1010800	PF3D7_1010800	GO:0005840
PF3D7_1414300	PF3D7_1414300	GO:0005840
PF3D7_1402500	PF3D7_1402500	GO:0005840
PF3D7_1447000	PF3D7_1447000	GO:0005840
PF3D7_0516200	RPS11	GO:0005840
PF3D7_1317800	RPS19	GO:0005840
PF3D7_1137500	PF3D7_1137500	GO:0005840
PF3D7_API02600	RPS11	GO:0005840
PF3D7_1034200	RPL27	GO:0005840
PF3D7_0519400	RPS24	GO:0005840
PF3D7_0503000	PF3D7_0503000	GO:0005840
PF3D7_0210400	PF3D7_0210400	GO:0005840
PF3D7_0610900	SPT5	GO:0005840
PF3D7_1003500	PF3D7_1003500	GO:0005840
PF3D7_1026800	RPS2	GO:0005840
PF3D7_API01300	RPL4	GO:0005840
PF3D7_0932600	RPS6	GO:0005840
PF3D7_1424100	RPL5	GO:0005840
PF3D7_API02100	RPS8	GO:0005840
PF3D7_0605000	PF3D7_0605000	GO:0005840
PF3D7_0519100	PF3D7_0519100	GO:0005840
PF3D7_0918200	PF3D7_0918200	GO:0005840
PF3D7_API04100	RPS2	GO:0005840
PF3D7_0310000	PF3D7_0310000	GO:0005840
PF3D7_0522500	RPL17	GO:0005840
PF3D7_0719600	PF3D7_0719600	GO:0005840
PF3D7_1223900	PF3D7_1223900	GO:0005840
PF3D7_1144100	PF3D7_1144100	GO:0005840
PF3D7_1422100	PF3D7_1422100	GO:0005840
PF3D7_API02300	RPS5	GO:0005840
PF3D7_0305400	PF3D7_0305400	GO:0005840
PF3D7_0934200	PF3D7_0934200	GO:0005840
PF3D7_0710600	RPL34	GO:0005840
PF3D7_1208000	PF3D7_1208000	GO:0005840
PF3D7_0316100	PF3D7_0316100	GO:0005840
PF3D7_1331800	PF3D7_1331800	GO:0005840
PF3D7_1027800	RPL3	GO:0005840
PF3D7_0322900	RPS3A	GO:0005840
PF3D7_1310900	PF3D7_1310900	GO:0005840
PF3D7_1242700	PF3D7_1242700	GO:0005840
PF3D7_0907800	PF3D7_0907800	GO:0005840
PF3D7_1323400	RPL23	GO:0005840
PF3D7_API02500	RPL36	GO:0005840
PF3D7_1365900	PF3D7_1365900	GO:0005840
PF3D7_1109900	RPL36	GO:0005840
PF3D7_0814000	PF3D7_0814000	GO:0005840
PF3D7_API02200	RPL6	GO:0005840
PF3D7_1341300	PF3D7_1341300	GO:0005840
PF3D7_0813900	RPS16	GO:0005840
PF3D7_1137100	PF3D7_1137100	GO:0005840
PF3D7_1142600	PF3D7_1142600	GO:0005840
PF3D7_1460700	RPL27	GO:0005840
PF3D7_0306900	PF3D7_0306900	GO:0005840
PF3D7_0217800	RPS26	GO:0005840
PF3D7_1124900	RPL35	GO:0005840
PF3D7_1408600	PF3D7_1408600	GO:0005840
PF3D7_0903900	RPL32	GO:0005840
PF3D7_0317600	RPS11	GO:0005840
PF3D7_API02700	RPS12	GO:0005840
PF3D7_1317800	RPS19	GO:0005840
PF3D7_0821700	PF3D7_0821700	GO:0005840
PF3D7_0822000	PF3D7_0822000	GO:0005840
PF3D7_0614500	RPL19	GO:0005840
PF3D7_1463800	PF3D7_1463800	GO:0005840
PF3D7_0613400	PF3D7_0613400	GO:0005840
PF3D7_0827500	PF3D7_0827500	GO:0005840
PF3D7_0713600	PF3D7_0713600	GO:0005840
PF3D7_1431700	PF3D7_1431700	GO:0005840
PF3D7_1431000	PF3D7_1431000	GO:0005840
PF3D7_1142600	PF3D7_1142600	GO:0005840
PF3D7_1144000	RPS21	GO:0005840
PF3D7_1144100	PF3D7_1144100	GO:0005840
PF3D7_1034200	RPL27	GO:0005840
PF3D7_1242700	PF3D7_1242700	GO:0005840
PF3D7_1414300	PF3D7_1414300	GO:0005840
PF3D7_1413400	PF3D7_1413400	GO:0005840
PF3D7_1027800	RPL3	GO:0005840
PF3D7_0932600	RPS6	GO:0005840
PF3D7_0934600	PF3D7_0934600	GO:0005840
PF3D7_0219200	PF3D7_0219200	GO:0005840
PF3D7_0217800	RPS26	GO:0005840
PF3D7_1447000	PF3D7_1447000	GO:0005840
PF3D7_1426000	RPL21	GO:0005840
PF3D7_1424100	RPL5	GO:0005840
PF3D7_0718400	PF3D7_0718400	GO:0005840
PF3D7_0522500	RPL17	GO:0005840
PF3D7_1004000	PF3D7_1004000	GO:0005840
PF3D7_1465900	PF3D7_1465900	GO:0005840
PF3D7_1358800	RPS15	GO:0005840
PF3D7_1308300	RPS27	GO:0005840
PF3D7_0610000	PF3D7_0610000	GO:0005840
PF3D7_0503000	PF3D7_0503000	GO:0005840
PF3D7_0503800	RPL31	GO:0005840
PF3D7_1474100	PF3D7_1474100	GO:0005840
PF3D7_0531200	PF3D7_0531200	GO:0005840
PF3D7_1323100	PF3D7_1323100	GO:0005840
PF3D7_1323400	RPL23	GO:0005840
PF3D7_1342000	PF3D7_1342000	GO:0005840
PF3D7_1341200	PF3D7_1341200	GO:0005840
PF3D7_1132700	mRPL2	GO:0005840
PF3D7_1245400	PF3D7_1245400	GO:0005840
PF3D7_0412100	PF3D7_0412100	GO:0005840
PF3D7_1223900	PF3D7_1223900	GO:0005840
PF3D7_0710600	RPL34	GO:0005840
PF3D7_0214200	mRPL13	GO:0005840
PF3D7_1310900	PF3D7_1310900	GO:0005840
PF3D7_0907800	PF3D7_0907800	GO:0005840
PF3D7_0519400	RPS24	GO:0005840
PF3D7_1110600	PF3D7_1110600	GO:0005840
PF3D7_1460300	RPL29	GO:0005840
PF3D7_1460700	RPL27	GO:0005840
PF3D7_1461300	PF3D7_1461300	GO:0005840
PF3D7_1109900	RPL36	GO:0005840
PF3D7_1239100	PF3D7_1239100	GO:0005840
PF3D7_0210400	PF3D7_0210400	GO:0005840
PF3D7_0210100	PF3D7_0210100	GO:0005840
PF3D7_0210100	PF3D7_0210100	GO:0005840
PF3D7_0719600	PF3D7_0719600	GO:0005840
PF3D7_API04100	RPS2	GO:0005840
PF3D7_1331800	PF3D7_1331800	GO:0005840
PF3D7_0611700	RPL39	GO:0005840
PF3D7_0605000	PF3D7_0605000	GO:0005840
PF3D7_0415900	PF3D7_0415900	GO:0005840
PF3D7_1106100	PF3D7_1106100	GO:0005840
PF3D7_1105400	RPS4	GO:0005840
PF3D7_0813900	RPS16	GO:0005840
PF3D7_0814000	PF3D7_0814000	GO:0005840
PF3D7_0507100	RPL4	GO:0005840
PF3D7_API02700	RPS12	GO:0015935
PF3D7_0306900	PF3D7_0306900	GO:0015935
PF3D7_1026800	RPS2	GO:0015935
PF3D7_1447000	PF3D7_1447000	GO:0015935
PF3D7_0520000	RPS9	GO:0015935
PF3D7_1322800	PF3D7_1322800	GO:0015935
PF3D7_0934200	PF3D7_0934200	GO:0015935
PF3D7_0721600	PF3D7_0721600	GO:0015935
PF3D7_0306900	PF3D7_0306900	GO:0015935
PF3D7_1003500	PF3D7_1003500	GO:0015935
PF3D7_1317800	RPS19	GO:0015935
PF3D7_API02700	RPS12	GO:0015935
PF3D7_1026800	RPS2	GO:0015935
PF3D7_1465900	PF3D7_1465900	GO:0015935
PF3D7_1317800	RPS19	GO:0015935
PF3D7_1447000	PF3D7_1447000	GO:0015935
PF3D7_1003500	PF3D7_1003500	GO:0015935
PF3D7_1465900	PF3D7_1465900	GO:0015935
PF3D7_0412100	PF3D7_0412100	GO:0015935
PF3D7_0520000	RPS9	GO:0015935
PF3D7_0721600	PF3D7_0721600	GO:0015935
PF3D7_1351400	PF3D7_1351400	GO:0015934
PF3D7_1441200	PF3D7_1441200	GO:0015934
PF3D7_1132700	mRPL2	GO:0015934
PF3D7_1004000	PF3D7_1004000	GO:0015934
PF3D7_1351400	PF3D7_1351400	GO:0015934
PF3D7_0312800	PF3D7_0312800	GO:0015934
PF3D7_1004000	PF3D7_1004000	GO:0015934
PF3D7_0312800	PF3D7_0312800	GO:0015934
PF3D7_1132700	mRPL2	GO:0015934
PF3D7_1441200	PF3D7_1441200	GO:0015934
PF3D7_0622300	PF3D7_0622300	GO:0005773
PF3D7_1472000	ISY1	GO:0000350
PF3D7_0818000	SNRNP27	GO:0008380
PF3D7_1427600	MIT3	GO:0008380
PF3D7_1411500	PF3D7_1411500	GO:0008380
PF3D7_0526500	PF3D7_0526500	GO:0008380
PF3D7_0818000	SNRNP27	GO:0008380
PF3D7_1433700	PF3D7_1433700	GO:0008380
PF3D7_0614400	CWF7	GO:0008380
PF3D7_0922700	PRP18	GO:0008380
PF3D7_0405400	PRPF8	GO:0000398
PF3D7_1355800	SF3B5	GO:0000398
PF3D7_0323700	SART1	GO:0000398
PF3D7_0218700	PRP45	GO:0000398
PF3D7_1231500	PF3D7_1231500	GO:0000398
PF3D7_0405400	PRPF8	GO:0000398
PF3D7_0323700	SART1	GO:0000398
PF3D7_1110200	PRPF6	GO:0000398
PF3D7_1126900	SNRPF	GO:0000398
PF3D7_1231500	PF3D7_1231500	GO:0000398
PF3D7_0722500	CWC15	GO:0000398
PF3D7_0218700	PRP45	GO:0000398
PF3D7_1110200	PRPF6	GO:0000398
PF3D7_1325000	LSM6	GO:0000398
PF3D7_0729100	PF3D7_0729100	GO:0000256
PF3D7_0729100	PF3D7_0729100	GO:0000256
PF3D7_1440500	PF3D7_1440500	GO:0000256
PF3D7_1440500	PF3D7_1440500	GO:0000256
PF3D7_1325600	FIS1	GO:0000266
PF3D7_1325600	FIS1	GO:0000266
PF3D7_0925800	PF3D7_0925800	GO:0016070
PF3D7_0623900	PF3D7_0623900	GO:0016070
PF3D7_1457300	PF3D7_1457300	GO:0016070
PF3D7_0623900	PF3D7_0623900	GO:0016070
PF3D7_0526500	PF3D7_0526500	GO:0006396
PF3D7_0525600	PF3D7_0525600	GO:0006396
PF3D7_1030700	PF3D7_1030700	GO:0006396
PF3D7_1404500	RRP5	GO:0006396
PF3D7_1417500	CBF5	GO:0006396
PF3D7_1120500	PF3D7_1120500	GO:0006396
PF3D7_1402700	SR140	GO:0006396
PF3D7_1024400	PF3D7_1024400	GO:0006396
PF3D7_0624200	PF3D7_0624200	GO:0006396
PF3D7_0218300	PF3D7_0218300	GO:0006396
PF3D7_0627900	POP4	GO:0006396
PF3D7_1133800	PF3D7_1133800	GO:0006396
PF3D7_1235900	XAB2	GO:0006396
PF3D7_1402700	SR140	GO:0006396
PF3D7_1222000	PF3D7_1222000	GO:0006396
PF3D7_0403700	CLF1	GO:0006396
PF3D7_1105700	RTCB	GO:0006396
PF3D7_1306300	PF3D7_1306300	GO:0006396
PF3D7_1030700	PF3D7_1030700	GO:0006396
PF3D7_1246500	PF3D7_1246500	GO:0006396
PF3D7_1404500	RRP5	GO:0006396
PF3D7_1429400	PF3D7_1429400	GO:0006396
PF3D7_1120500	PF3D7_1120500	GO:0006396
PF3D7_1417500	CBF5	GO:0006396
PF3D7_1406000	RBM8A	GO:0006396
PF3D7_1428100	WBP11	GO:0006396
PF3D7_1018000	PF3D7_1018000	GO:0006396
PF3D7_1222000	PF3D7_1222000	GO:0006396
PF3D7_1429400	PF3D7_1429400	GO:0006396
PF3D7_1428100	WBP11	GO:0006396
PF3D7_0218300	PF3D7_0218300	GO:0006396
PF3D7_1474500	SF3A1	GO:0006396
PF3D7_1133800	PF3D7_1133800	GO:0006396
PF3D7_0624200	PF3D7_0624200	GO:0006396
PF3D7_1110200	PRPF6	GO:0006396
PF3D7_1235900	XAB2	GO:0006396
PF3D7_0627900	POP4	GO:0006396
PF3D7_1105700	RTCB	GO:0006396
PF3D7_1306300	PF3D7_1306300	GO:0006396
PF3D7_0403700	CLF1	GO:0006396
PF3D7_1248000	PF3D7_1248000	GO:0006388
PF3D7_1454100	PF3D7_1454100	GO:0006388
PF3D7_1452700	PF3D7_1452700	GO:0006376
PF3D7_1452700	PF3D7_1452700	GO:0006376
PF3D7_0526500	PF3D7_0526500	GO:0006397
PF3D7_1321700	SF1	GO:0006397
PF3D7_0723900	PF3D7_0723900	GO:0006397
PF3D7_1419900	CPSF4	GO:0006397
PF3D7_0716000	PF3D7_0716000	GO:0006397
PF3D7_0927200	PF3D7_0927200	GO:0006397
PF3D7_1126800	PF3D7_1126800	GO:0006397
PF3D7_1427600	MIT3	GO:0006397
PF3D7_1321700	SF1	GO:0006397
PF3D7_0629600	PF3D7_0629600	GO:0006397
PF3D7_1340600	DBR1	GO:0006397
PF3D7_1009200	PF3D7_1009200	GO:0006397
PF3D7_1015500	PF3D7_1015500	GO:0006397
PF3D7_1227400	PF3D7_1227400	GO:0006397
PF3D7_1207500	PF3D7_1207500	GO:0006397
PF3D7_0519000	SLBP	GO:0006397
PF3D7_1139100	PF3D7_1139100	GO:0006397
PF3D7_0311100	PF3D7_0311100	GO:0006397
PF3D7_0906600	PF3D7_0906600	GO:0006397
PF3D7_0526500	PF3D7_0526500	GO:0006397
PF3D7_0610200	RBM25	GO:0006397
PF3D7_0526500	PF3D7_0526500	GO:0006397
PF3D7_1411500	PF3D7_1411500	GO:0006397
PF3D7_0513200	PF3D7_0513200	GO:0006397
PF3D7_0614400	CWF7	GO:0006397
PF3D7_0311100	PF3D7_0311100	GO:0006397
PF3D7_1468800	U2AF2	GO:0006397
PF3D7_0610200	RBM25	GO:0006397
PF3D7_1340600	DBR1	GO:0006397
PF3D7_0520300	LSM2	GO:0006397
PF3D7_1307100	UTP6	GO:0000462
PF3D7_1307100	UTP6	GO:0000462
PF3D7_0109700	RRP36	GO:0000469
PF3D7_0109700	RRP36	GO:0000469
PF3D7_0418700	PF3D7_0418700	GO:0000469
PF3D7_0418700	PF3D7_0418700	GO:0000469
PF3D7_0918600	BLM	GO:0003676
PF3D7_1439100	PF3D7_1439100	GO:0003676
PF3D7_1367700	AlaRS	GO:0003676
PF3D7_1367100	SNP1	GO:0003676
PF3D7_0812500	PF3D7_0812500	GO:0003676
PF3D7_0811900	PF3D7_0811900	GO:0003676
PF3D7_0810600	DBP1	GO:0003676
PF3D7_1009400	ZNF2	GO:0003676
PF3D7_0935000	SNRPB2	GO:0003676
PF3D7_0824100	PF3D7_0824100	GO:0003676
PF3D7_0823200	PF3D7_0823200	GO:0003676
PF3D7_0515000	CWC2	GO:0003676
PF3D7_0516600	MB2	GO:0003676
PF3D7_1006800	GBP2	GO:0003676
PF3D7_1126200	RPS18	GO:0003676
PF3D7_1350100	KRS1	GO:0003676
PF3D7_1302700	PF3D7_1302700	GO:0003676
PF3D7_1327700	UPF3B	GO:0003676
PF3D7_1251500	DRS1	GO:0003676
PF3D7_0630900	HAS1	GO:0003676
PF3D7_1411400	PREX	GO:0003676
PF3D7_1411900	PF3D7_1411900	GO:0003676
PF3D7_1412000	PF3D7_1412000	GO:0003676
PF3D7_1362500	EXO	GO:0003676
PF3D7_1360900	PF3D7_1360900	GO:0003676
PF3D7_1405900	PF3D7_1405900	GO:0003676
PF3D7_1406000	RBM8A	GO:0003676
PF3D7_0407300	PF3D7_0407300	GO:0003676
PF3D7_0405000	DDX51	GO:0003676
PF3D7_1207500	PF3D7_1207500	GO:0003676
PF3D7_1420000	SF3B4	GO:0003676
PF3D7_1418900	DBP4	GO:0003676
PF3D7_1419100	SPB4	GO:0003676
PF3D7_1364300	PRP16	GO:0003676
PF3D7_0317700	PF3D7_0317700	GO:0003676
PF3D7_0319500	PF3D7_0319500	GO:0003676
PF3D7_1031500	PF3D7_1031500	GO:0003676
PF3D7_1030100	PRP22	GO:0003676
PF3D7_0109600	PF3D7_0109600	GO:0003676
PF3D7_0508700	PRP5	GO:0003676
PF3D7_0518500	DDX23	GO:0003676
PF3D7_0517700	EIF3B	GO:0003676
PF3D7_0517300	SR1	GO:0003676
PF3D7_1139100	PF3D7_1139100	GO:0003676
PF3D7_0422500	BRR2	GO:0003676
PF3D7_1409800	CELF2	GO:0003676
PF3D7_1408400	FANCJ	GO:0003676
PF3D7_0527900	DDX41	GO:0003676
PF3D7_1131000	PF3D7_1131000	GO:0003676
PF3D7_0409600	RPA1	GO:0003676
PF3D7_0903400	DDX60	GO:0003676
PF3D7_1417100	PF3D7_1417100	GO:0003676
PF3D7_1119300	U2AF1	GO:0003676
PF3D7_1119800	ASF1	GO:0003676
PF3D7_0617300	PF3D7_0617300	GO:0003676
PF3D7_1321700	SF1	GO:0003676
PF3D7_1320900	PF3D7_1320900	GO:0003676
PF3D7_1248200	RBM22	GO:0003676
PF3D7_1402700	SR140	GO:0003676
PF3D7_1402400	PF3D7_1402400	GO:0003676
PF3D7_0509600	AsnRS	GO:0003676
PF3D7_0807100	PSH3	GO:0003676
PF3D7_0805300	PF3D7_0805300	GO:0003676
PF3D7_0315800	PF3D7_0315800	GO:0003676
PF3D7_0728000	eIF2alpha	GO:0003676
PF3D7_0728900	PF3D7_0728900	GO:0003676
PF3D7_0302800	PF3D7_0302800	GO:0003676
PF3D7_0414500	PF3D7_0414500	GO:0003676
PF3D7_0508700	PRP5	GO:0003676
PF3D7_1031500	PF3D7_1031500	GO:0003676
PF3D7_0811900	PF3D7_0811900	GO:0003676
PF3D7_0102900	PF3D7_0102900	GO:0003676
PF3D7_1021500	ROK1	GO:0003676
PF3D7_1202800	PF3D7_1202800	GO:0003676
PF3D7_0103600	PF3D7_0103600	GO:0003676
PF3D7_0409600	RPA1	GO:0003676
PF3D7_0623400	PlasMei2	GO:0003676
PF3D7_1306900	SNRPA	GO:0003676
PF3D7_1367700	AlaRS	GO:0003676
PF3D7_0918600	BLM	GO:0003676
PF3D7_1360900	PF3D7_1360900	GO:0003676
PF3D7_0603100	PF3D7_0603100	GO:0003676
PF3D7_1028500	PF3D7_1028500	GO:0003676
PF3D7_1414100	PF3D7_1414100	GO:0003676
PF3D7_1112400	PF3D7_1112400	GO:0003676
PF3D7_1313400	PF3D7_1313400	GO:0003676
PF3D7_0935000	SNRPB2	GO:0003676
PF3D7_1217200	MRD1	GO:0003676
PF3D7_0205700	PF3D7_0205700	GO:0003676
PF3D7_1331100	POLQ	GO:0003676
PF3D7_0206600	PF3D7_0206600	GO:0003676
PF3D7_0728900	PF3D7_0728900	GO:0003676
PF3D7_0920900	PRP24	GO:0003676
PF3D7_0407300	PF3D7_0407300	GO:0003676
PF3D7_0515000	CWC2	GO:0003676
PF3D7_0415500	CBP20	GO:0003676
PF3D7_0821300	DHX36	GO:0003676
PF3D7_1106600	PF3D7_1106600	GO:0003676
PF3D7_1241800	DBP9	GO:0003676
PF3D7_0320800	DOZI	GO:0003676
PF3D7_0205700	PF3D7_0205700	GO:0003676
PF3D7_1353400	PF3D7_1353400	GO:0003676
PF3D7_1411900	PF3D7_1411900	GO:0003676
PF3D7_1002400	TRA2B	GO:0003676
PF3D7_1467500	PF3D7_1467500	GO:0003676
PF3D7_0405000	DDX51	GO:0003676
PF3D7_1235300	NOT4	GO:0003676
PF3D7_1030100	PRP22	GO:0003676
PF3D7_1445600	PF3D7_1445600	GO:0003676
PF3D7_1302700	PF3D7_1302700	GO:0003676
PF3D7_0204800	PF3D7_0204800	GO:0003676
PF3D7_1468900	PF3D7_1468900	GO:0003676
PF3D7_0720100	ESF2	GO:0003676
PF3D7_0714500	PF3D7_0714500	GO:0003676
PF3D7_1235500	PF3D7_1235500	GO:0003676
PF3D7_0909400	PF3D7_0909400	GO:0003676
PF3D7_1429900	WRN	GO:0003676
PF3D7_0521700	DDX1	GO:0003676
PF3D7_1231600	PRP2	GO:0003676
PF3D7_1326300	PF3D7_1326300	GO:0003676
PF3D7_0321600	DDX42	GO:0003676
PF3D7_0908000	PMP1	GO:0003676
PF3D7_0610200	RBM25	GO:0003676
PF3D7_1202000	PF3D7_1202000	GO:0003676
PF3D7_1412000	PF3D7_1412000	GO:0003676
PF3D7_1026200	PF3D7_1026200	GO:0003676
PF3D7_1020000	RBM34	GO:0003676
PF3D7_0527900	DDX41	GO:0003676
PF3D7_0310500	DHX57	GO:0003676
PF3D7_1004900	PF3D7_1004900	GO:0003676
PF3D7_0604600	PF3D7_0604600	GO:0003676
PF3D7_1458600	PF3D7_1458600	GO:0003676
PF3D7_0630300	PF3D7_0630300	GO:0003676
PF3D7_1022000	PF3D7_1022000	GO:0003676
PF3D7_1210200	PF3D7_1210200	GO:0003676
PF3D7_0204600	PF3D7_0204600	GO:0003676
PF3D7_1224900	SF3B6	GO:0003676
PF3D7_0924700	SF3A3	GO:0003676
PF3D7_1402400	PF3D7_1402400	GO:0003676
PF3D7_1327700	UPF3B	GO:0003676
PF3D7_1307300	DBP6	GO:0003676
PF3D7_1360100	PF3D7_1360100	GO:0003676
PF3D7_0823800	PF3D7_0823800	GO:0003676
PF3D7_1227100	DH60	GO:0003676
PF3D7_1343200	PF3D7_1343200	GO:0003676
PF3D7_1110400	PF3D7_1110400	GO:0003676
PF3D7_1420000	SF3B4	GO:0003676
PF3D7_1468400	D13	GO:0003676
PF3D7_0916700	HoMu	GO:0003676
PF3D7_0509600	AsnRS	GO:0003676
PF3D7_1362500	EXO	GO:0003676
PF3D7_1350100	KRS1	GO:0003676
PF3D7_0619900	SF3A2	GO:0003676
PF3D7_1449700	RRP6	GO:0003676
PF3D7_1009400	ZNF2	GO:0003676
PF3D7_1251500	DRS1	GO:0003676
PF3D7_0807100	PSH3	GO:0003676
PF3D7_1445200	MAK5	GO:0003676
PF3D7_1135500	PF3D7_1135500	GO:0003676
PF3D7_0422500	BRR2	GO:0003676
PF3D7_1022400	SRSF4	GO:0003676
PF3D7_1132300	PF3D7_1132300	GO:0003676
PF3D7_0923400	PF3D7_0923400	GO:0003676
PF3D7_0617300	PF3D7_0617300	GO:0003676
PF3D7_0504200	DDX27	GO:0003676
PF3D7_0824100	PF3D7_0824100	GO:0003676
PF3D7_0105900	PF3D7_0105900	GO:0003676
PF3D7_0518500	DDX23	GO:0003676
PF3D7_0216200	PF3D7_0216200	GO:0003676
PF3D7_1425400	PF3D7_1425400	GO:0003676
PF3D7_1110300	PF3D7_1110300	GO:0003676
PF3D7_1131000	PF3D7_1131000	GO:0003676
PF3D7_0422700	EIF4A3	GO:0003676
PF3D7_1364300	PRP16	GO:0003676
PF3D7_0825300	PF3D7_0825300	GO:0003676
PF3D7_0218400	DDX47	GO:0003676
PF3D7_0531400	PF3D7_0531400	GO:0003676
PF3D7_0411400	PF3D7_0411400	GO:0003676
PF3D7_1303100	PF3D7_1303100	GO:0003676
PF3D7_1027400	RPB7	GO:0003676
PF3D7_1418900	DBP4	GO:0003676
PF3D7_1317300	PF3D7_1317300	GO:0003676
PF3D7_0903400	DDX60	GO:0003676
PF3D7_0403400	PF3D7_0403400	GO:0003676
PF3D7_1004400	PF3D7_1004400	GO:0003676
PF3D7_1419100	SPB4	GO:0003676
PF3D7_0211800	AsnRS	GO:0003676
PF3D7_1005600	PF3D7_1005600	GO:0003676
PF3D7_1133700	PF3D7_1133700	GO:0003676
PF3D7_1310700	PF3D7_1310700	GO:0003676
PF3D7_1332700	DBP8	GO:0003676
PF3D7_0933000	PF3D7_0933000	GO:0003676
PF3D7_1024200	PF3D7_1024200	GO:0003676
PF3D7_0110400	RPB9	GO:0003676
PF3D7_1106300	PF3D7_1106300	GO:0003676
PF3D7_0805300	PF3D7_0805300	GO:0003676
PF3D7_1439100	PF3D7_1439100	GO:0003676
PF3D7_0315800	PF3D7_0315800	GO:0003676
PF3D7_1417100	PF3D7_1417100	GO:0003676
PF3D7_0812500	PF3D7_0812500	GO:0003676
PF3D7_1032000	RimM	GO:0003676
PF3D7_1200400	VAR	GO:0003676
PF3D7_0917600	PRP43	GO:0003676
PF3D7_1234800	SF3B3	GO:0003676
PF3D7_1317300	PF3D7_1317300	GO:0003676
PF3D7_0924700	SF3A3	GO:0003676
PF3D7_0923900	PABP2	GO:0003676
PF3D7_0714500	PF3D7_0714500	GO:0003676
PF3D7_0716000	PF3D7_0716000	GO:0003676
PF3D7_0821300	DHX36	GO:0003676
PF3D7_1112400	PF3D7_1112400	GO:0003676
PF3D7_1332700	DBP8	GO:0003676
PF3D7_0105900	PF3D7_0105900	GO:0003676
PF3D7_0216200	PF3D7_0216200	GO:0003676
PF3D7_0615700	PF3D7_0615700	GO:0003676
PF3D7_0320800	DOZI	GO:0003676
PF3D7_0321600	DDX42	GO:0003676
PF3D7_0827000	DBP10	GO:0003676
PF3D7_1429900	WRN	GO:0003676
PF3D7_1217200	MRD1	GO:0003676
PF3D7_0204600	PF3D7_0204600	GO:0003676
PF3D7_1126800	PF3D7_1126800	GO:0003676
PF3D7_1241800	DBP9	GO:0003676
PF3D7_1243100	PF3D7_1243100	GO:0003676
PF3D7_1414100	PF3D7_1414100	GO:0003676
PF3D7_0310500	DHX57	GO:0003676
PF3D7_1231600	PRP2	GO:0003676
PF3D7_0723900	PF3D7_0723900	GO:0003676
PF3D7_0920900	PRP24	GO:0003676
PF3D7_1028500	PF3D7_1028500	GO:0003676
PF3D7_1027400	RPB7	GO:0003676
PF3D7_0934100	XPD	GO:0003676
PF3D7_0933000	PF3D7_0933000	GO:0003676
PF3D7_0218400	DDX47	GO:0003676
PF3D7_1445200	MAK5	GO:0003676
PF3D7_1445600	PF3D7_1445600	GO:0003676
PF3D7_1445900	DDX5	GO:0003676
PF3D7_1425400	PF3D7_1425400	GO:0003676
PF3D7_0604600	PF3D7_0604600	GO:0003676
PF3D7_0603100	PF3D7_0603100	GO:0003676
PF3D7_1002400	TRA2B	GO:0003676
PF3D7_1002400	TRA2B	GO:0003676
PF3D7_1353400	PF3D7_1353400	GO:0003676
PF3D7_1468700	eIF4A	GO:0003676
PF3D7_1468800	U2AF2	GO:0003676
PF3D7_1469300	PNO1	GO:0003676
PF3D7_1468900	PF3D7_1468900	GO:0003676
PF3D7_1307300	DBP6	GO:0003676
PF3D7_0102900	PF3D7_0102900	GO:0003676
PF3D7_0103600	PF3D7_0103600	GO:0003676
PF3D7_1464400	PF3D7_1464400	GO:0003676
PF3D7_1107100	PF3D7_1107100	GO:0003676
PF3D7_1106600	PF3D7_1106600	GO:0003676
PF3D7_1359400	CELF1	GO:0003676
PF3D7_1360100	PF3D7_1360100	GO:0003676
