 name	GO
PF3D7_1223300	GyrA	GO:0003918
PF3D7_1355100	MCM6	GO:0008094
PF3D7_0416300	MCM9	GO:0008094
PF3D7_1211300	MCM8	GO:0008094
PF3D7_1104200	SNF2L	GO:0008094
PF3D7_1015000	PF3D7_1015000	GO:0003919
PF3D7_1312400	IF2a	GO:0003924
PF3D7_0106800	RAB5c	GO:0003924
PF3D7_0817100	PF3D7_0817100	GO:0003924
PF3D7_1416100	SEY1	GO:0003924
PF3D7_1349800	PF3D7_1349800	GO:0003924
PF3D7_1348100	PF3D7_1348100	GO:0003924
PF3D7_1145400	DYN1	GO:0003924
PF3D7_1359800	PF3D7_1359800	GO:0003924
PF3D7_1423000	NOG2	GO:0003924
PF3D7_0410700	RbgA	GO:0003924
PF3D7_1117700	RAN	GO:0003924
PF3D7_1316200	PF3D7_1316200	GO:0003924
PF3D7_1442000	PF3D7_1442000	GO:0003924
PF3D7_0807300	RAB18	GO:0003924
PF3D7_1037500	DYN2	GO:0003924
PF3D7_0723500	PF3D7_0723500	GO:0007018
PF3D7_1475700	PF3D7_1475700	GO:0007018
PF3D7_0729800	PF3D7_0729800	GO:0007018
PF3D7_1245100	KLP8	GO:0007018
PF3D7_0319400	PF3D7_0319400	GO:0007018
PF3D7_1122900	PF3D7_1122900	GO:0007018
PF3D7_1211000	PF3D7_1211000	GO:0007018
PF3D7_0111000	PF3D7_0111000	GO:0007018
PF3D7_1426300	PF3D7_1426300	GO:0007018
PF3D7_1213600	DLC8	GO:0007018
PF3D7_1020300	PF3D7_1020300	GO:0007018
PF3D7_0729900	PF3D7_0729900	GO:0007018
PF3D7_1471000	RCL1	NOT	GO:0003963
PF3D7_1027400	RPB7	GO:0003968
PF3D7_1014000	FS	GO:0016857
PF3D7_0321200	ALG7	GO:0003975
PF3D7_1366800	PF3D7_1366800	GO:0016780
PF3D7_1343600	PF3D7_1343600	GO:0003977
PF3D7_1450900	PF3D7_1450900	GO:0003985
PF3D7_0801300	WARP	GO:0007155
PF3D7_1430900	COX2	GO:0004129
PF3D7_1404100	PF3D7_1404100	GO:0009055
PF3D7_1232300	PF3D7_1232300	GO:0009055
PF3D7_1134100	PDI-11	GO:0009055
PF3D7_1462700	PF3D7_1462700	GO:0009055
PF3D7_1367500	PF3D7_1367500	GO:0009055
PF3D7_0806800	PF3D7_0806800	GO:0009055
PF3D7_1021600	DPA	GO:0004139
PF3D7_1443700	DPCK	GO:0004140
PF3D7_1471400	PF3D7_1471400	GO:0004143
PF3D7_0322300	DGAT	GO:0004144
PF3D7_1320800	PF3D7_1320800	GO:0004149
PF3D7_1472900	PF3D7_1472900	GO:0004151
PF3D7_0608000	DPH7	GO:0032451
PF3D7_1443900	HSP90	GO:0042623
PF3D7_1015600	HSP60	GO:0042623
PF3D7_1434600	METAP2	GO:0008235
PF3D7_1015300	METAP1b	GO:0008235
PF3D7_1428300	PF3D7_1428300	GO:0008235
PF3D7_1446200	LAP	GO:0008235
PF3D7_0311700	PM6	GO:0004190
PF3D7_1033800	PF3D7_1033800	GO:0004190
PF3D7_1407800	PM4	GO:0004190
PF3D7_1408100	HAP	GO:0004190
PF3D7_1115700	FP2A	GO:0004197
PF3D7_1115300	FP2B	GO:0004197
PF3D7_1417300	ATG4	GO:0004197
PF3D7_0207700	SERA4	GO:0008234
PF3D7_0208000	SERA1	GO:0008234
PF3D7_0207800	SERA3	GO:0008234
PF3D7_0207900	SERA2	GO:0008234
PF3D7_0207300	SERA8	GO:0008234
PF3D7_0207500	SERA6	GO:0008234
PF3D7_0207400	SERA7	GO:0008234
PF3D7_0801700	SENP2	GO:0008234
PF3D7_1009000	DPH5	GO:0004164
PF3D7_1127100	dUTPase	GO:0004170
PF3D7_1130400	RPT5	GO:0004175
PF3D7_0608500	PF3D7_0608500	GO:0004175
PF3D7_1129200	RPN7	GO:0004175
PF3D7_1402300	RPN6	GO:0004175
PF3D7_1017900	RPN5	GO:0004175
PF3D7_0317000	PF3D7_0317000	GO:0004175
PF3D7_1353900	PF3D7_1353900	GO:0004175
PF3D7_1011400	PF3D7_1011400	GO:0004175
PF3D7_1353800	PF3D7_1353800	GO:0004175
PF3D7_1470900	PF3D7_1470900	GO:0004175
PF3D7_0518300	PF3D7_0518300	GO:0004175
PF3D7_0803800	PF3D7_0803800	GO:0004175
PF3D7_1466300	RPN2	GO:0004175
PF3D7_1338100	RPN3	GO:0004175
PF3D7_1030500	RPN9	GO:0004175
PF3D7_0108000	PF3D7_0108000	GO:0004175
PF3D7_1474800	PF3D7_1474800	GO:0004175
PF3D7_0727400	PF3D7_0727400	GO:0004175
PF3D7_1328100	PF3D7_1328100	GO:0004175
PF3D7_0807500	PF3D7_0807500	GO:0004175
PF3D7_1464900	PF3D7_1464900	GO:0004176
PF3D7_0307400	ClpP	GO:0004176
PF3D7_1414900	PF3D7_1414900	GO:0004176
PF3D7_1308200	cpsSII	GO:0004088
PF3D7_1022500	CS	GO:0004108
PF3D7_1470500	PDEdelta	GO:0004114
PF3D7_1321600	PDEgamma	GO:0004117
PF3D7_1321500	PDEbeta	GO:0004117
PF3D7_0727200	NFS	GO:0004123
PF3D7_1251200	PF3D7_1251200	GO:0006928
PF3D7_0107600	eIK2	GO:0004672
PF3D7_1338900	PF3D7_1338900	GO:0004672
PF3D7_1443000	SRPK2	GO:0004672
PF3D7_1433900	PF3D7_1433900	GO:0004672
PF3D7_0503500	PF3D7_0503500	GO:0004672
PF3D7_0102600	FIKK1	GO:0004672
PF3D7_1316000	PF3D7_1316000	GO:0004672
PF3D7_0214600	PF3D7_0214600	GO:0004672
PF3D7_0211700	TKL1	GO:0004672
PF3D7_1450000	PF3D7_1450000	GO:0004672
PF3D7_1123100	CDPK7	GO:0004672
PF3D7_0623800	TKL4	GO:0004672
PF3D7_1122800	CDPK6	GO:0009931
PF3D7_0521500	PF3D7_0521500	GO:0004730
PF3D7_1018000	PF3D7_1018000	GO:0004730
PF3D7_1015800	PF3D7_1015800	GO:0004748
PF3D7_1405600	RNR	GO:0004748
PF3D7_0934000	PF3D7_0934000	GO:0004812
PF3D7_1445100	PF3D7_1445100	GO:0004812
PF3D7_0516700	PF3D7_0516700	GO:0004843
PF3D7_0504600	BCKDHB	GO:0030062
PF3D7_1342400	CK2beta2	GO:0005956
PF3D7_0815900	aLipDH	GO:0045254
PF3D7_1124500	pdhA	GO:0045254
PF3D7_1446400	pdhB	GO:0045254
PF3D7_1020800	DLAT	GO:0045254
PF3D7_0928900	GK	GO:0016310
PF3D7_1014000	FS	GO:0009225
PF3D7_1134100	PDI-11	GO:0055114
PF3D7_1232300	PF3D7_1232300	GO:0055114
PF3D7_1462700	PF3D7_1462700	GO:0055114
PF3D7_1404100	PF3D7_1404100	GO:0055114
PF3D7_1232200	LPD1	GO:0055114
PF3D7_1203600	CC1HL	GO:0055114
PF3D7_1139700	PF3D7_1139700	GO:0055114
PF3D7_1367500	PF3D7_1367500	GO:0055114
PF3D7_1224600	CCHL	GO:0055114
PF3D7_1214600	PF3D7_1214600	GO:0055114
PF3D7_1325200	PF3D7_1325200	GO:0006090
PF3D7_1118800	ARC40	GO:0007015
PF3D7_1229800	MyoJ	GO:0007015
PF3D7_0530900	FRM1	GO:0030036
PF3D7_1366600	SRPR-alpha	GO:0005047
PF3D7_1250300	VPS26	GO:0008565
PF3D7_1219100	PF3D7_1219100	GO:0008565
PF3D7_1361100	SEC24A	GO:0008565
PF3D7_1406700	VPS29	GO:0008565
PF3D7_1318800	SEC63	GO:0008565
PF3D7_1368600	TIM9	GO:0008565
PF3D7_1356200	TIM23	GO:0008565
PF3D7_1335700	COG3	GO:0008565
PF3D7_0210000	Sec61-gamma	GO:0008565
PF3D7_1434700	TIM17	GO:0008565
PF3D7_1208600	TIM10	GO:0008565
PF3D7_1243000	SYN16	GO:0008565
PF3D7_1110500	VPS35	GO:0008565
PF3D7_0302900	PF3D7_0302900	GO:0008565
PF3D7_0815800	VPS9	GO:0005085
PF3D7_1116400	SEC12	GO:0005085
PF3D7_0801300	WARP	GO:0050839
PF3D7_1239500	GyrB	GO:0006265
PF3D7_0510500	TopoI	GO:0006265
PF3D7_1347100	TOP3	GO:0006268
PF3D7_1317100	MCM4	GO:0006268
PF3D7_1359200	HMGB4	GO:0006268
PF3D7_1416100	SEY1	GO:0007029
PF3D7_0316700	YOP1	GO:0007029
PF3D7_1306600	PF3D7_1306600	GO:0007035
PF3D7_1140100	PF3D7_1140100	GO:0007035
PF3D7_1464700	PF3D7_1464700	GO:0007035
PF3D7_1341900	PF3D7_1341900	GO:0007035
PF3D7_1323200	PF3D7_1323200	GO:0007035
PF3D7_1311900	vapA	GO:0007035
PF3D7_1339900	ABCB5	GO:0042626
PF3D7_1121700	GCN20	GO:0042626
PF3D7_1209900	ABCB7	GO:0042626
PF3D7_1426500	ABCG2	GO:0042626
PF3D7_0112200	MRP1	GO:0042626
PF3D7_1352100	ABCB6	GO:0042626
PF3D7_1434000	CAF16	GO:0042626
PF3D7_0302600	ABCB4	GO:0042626
PF3D7_1145500	ABCB3	GO:0042626
PF3D7_0110700	PF3D7_0110700	GO:0031497
PF3D7_1224500	ASF1	GO:0031497
PF3D7_1433300	PF3D7_1433300	GO:0031497
PF3D7_1329300	CAF2	GO:0031497
PF3D7_1224500	ASF1	GO:0016458
PF3D7_1236800	PF3D7_1236800	GO:0016458
PF3D7_0319000	ATPase7	GO:0015662
PF3D7_1340800	MPC1	GO:0050833
PF3D7_1141600	DPM1	GO:0006486
PF3D7_1014000	FS	GO:0006486
PF3D7_0608000	DPH7	GO:0070988
PF3D7_1347700	ECT	GO:0008654
PF3D7_0202900	DHHC12	GO:0018345
PF3D7_0932500	DHHC6	GO:0018345
PF3D7_1027900	DHHC10	GO:0018345
PF3D7_0714300	DHHC4	GO:0018345
PF3D7_0609800	DHHC2	GO:0018345
PF3D7_0215900	DHHC11	GO:0018345
PF3D7_1321400	DHHC8	GO:0018345
PF3D7_0207300	SERA8	GO:0006508
PF3D7_1446200	LAP	GO:0006508
PF3D7_0801700	SENP2	GO:0006508
PF3D7_1440200	SPP	GO:0006508
PF3D7_0207900	SERA2	GO:0006508
PF3D7_1402300	RPN6	GO:0006508
PF3D7_1130400	RPT5	GO:0006508
PF3D7_0311700	PM6	GO:0006508
PF3D7_1115300	FP2B	GO:0006508
PF3D7_0207700	SERA4	GO:0006508
PF3D7_0207500	SERA6	GO:0006508
PF3D7_1311800	M1AAP	GO:0006508
PF3D7_1129200	RPN7	GO:0006508
PF3D7_0208000	SERA1	GO:0006508
PF3D7_1115700	FP2A	GO:0006508
PF3D7_1033800	PF3D7_1033800	GO:0006508
PF3D7_1247800	DPAP2	GO:0006508
PF3D7_0207800	SERA3	GO:0006508
PF3D7_0207400	SERA7	GO:0006508
PF3D7_0505800	SUMO	GO:0019941
PF3D7_1314800	PF3D7_1314800	GO:0019941
PF3D7_1313000	NEDD8	GO:0019941
PF3D7_0507700	NPL4	GO:0010564
PF3D7_1032500	Der1-2	GO:0010564
PF3D7_1422500	HRD1	GO:0010564
PF3D7_0619400	PF3D7_0619400	GO:0010564
PF3D7_1448400	HRD3	GO:0010564
PF3D7_0814300	PF3D7_0814300	GO:0010564
PF3D7_1237000	UBA2	GO:0010564
PF3D7_0313100	HRD3	GO:0010564
PF3D7_1203900	UBC	GO:0010564
PF3D7_1211800	PfpUB	GO:0010564
PF3D7_1203900	UBC	GO:0006512
PF3D7_0505800	SUMO	GO:0006512
PF3D7_0319300	PF3D7_0319300	GO:0006512
PF3D7_1460400	UCHL3	GO:0004221
PF3D7_0413900	USP13	GO:0004221
PF3D7_0722300	PF3D7_0722300	GO:0004221
PF3D7_0403500	PF3D7_0403500	GO:0004221
PF3D7_1324500	PF3D7_1324500	GO:0016020
PF3D7_1369400	PF3D7_1369400	GO:0016020
PF3D7_0519200	PF3D7_0519200	GO:0016020
PF3D7_1446400	pdhB	GO:0016020
PF3D7_1333300	PF3D7_1333300	GO:0016020
PF3D7_0508300	TPT	GO:0016020
PF3D7_1324600	PF3D7_1324600	GO:0016020
PF3D7_1471200	SulP	GO:0016020
PF3D7_1365400	Uba2	GO:0016020
PF3D7_1121700	GCN20	GO:0016020
PF3D7_0211200	RAB5a	GO:0016020
PF3D7_1365700	PF3D7_1365700	GO:0016020
PF3D7_0512600	RAB1b	GO:0016020
PF3D7_0703500	PF3D7_0703500	GO:0016020
PF3D7_0806800	PF3D7_0806800	GO:0016020
PF3D7_1352100	ABCB6	GO:0016020
PF3D7_1324300	PF3D7_1324300	GO:0016020
PF3D7_1231100	RAB2	GO:0016020
PF3D7_1328400	PF3D7_1328400	GO:0016020
PF3D7_1321100	PF3D7_1321100	GO:0016020
PF3D7_0526900	PF3D7_0526900	GO:0016020
PF3D7_0415000	PF3D7_0415000	GO:0016020
PF3D7_1366800	PF3D7_1366800	GO:0016020
PF3D7_1322000	PF3D7_1322000	GO:0016020
PF3D7_1328300	PF3D7_1328300	GO:0016020
PF3D7_1020800	DLAT	GO:0016020
PF3D7_1321800	PF3D7_1321800	GO:0016020
PF3D7_0106800	RAB5c	GO:0016020
PF3D7_0216600	PF3D7_0216600	GO:0016020
PF3D7_0502000	VPS11	GO:0016020
PF3D7_1124500	pdhA	GO:0016020
PF3D7_1030900	P28	GO:0016020
PF3D7_1324100	PF3D7_1324100	GO:0016020
PF3D7_1238800	ACS11	GO:0006810
PF3D7_1253400	ACS3	GO:0006810
PF3D7_1241600	PF3D7_1241600	GO:0006810
PF3D7_0609100	ZIP1	GO:0006810
PF3D7_0112200	MRP1	GO:0006810
PF3D7_0516500	MFS1	GO:0006810
PF3D7_1368700	PF3D7_1368700	GO:0006810
PF3D7_1121700	GCN20	GO:0006810
PF3D7_1434000	CAF16	GO:0006810
PF3D7_1209900	ABCB7	GO:0006810
PF3D7_1339900	ABCB5	GO:0006810
PF3D7_1352100	ABCB6	GO:0006810
PF3D7_1202200	MPC	GO:0006810
PF3D7_1145500	ABCB3	GO:0006810
PF3D7_1229100	MRP2	GO:0006810
PF3D7_0716900	DMT2	GO:0006810
PF3D7_1351000	PF3D7_1351000	GO:0006810
PF3D7_1441700	ATP23	GO:0034982
PF3D7_1217600	APC10	GO:0005680
PF3D7_0624500	APC11	GO:0005680
PF3D7_1223900	PF3D7_1223900	GO:0030529
PF3D7_0909800	SNRPD3	GO:0030529
PF3D7_1125500	SNRPD1	GO:0030532
PF3D7_1355800	SF3B5	GO:0005686
PF3D7_0308900	SF3B1	GO:0005686
PF3D7_1474500	SF3A1	GO:0005686
PF3D7_1018500	RDS3	GO:0005686
PF3D7_1234800	SF3B3	GO:0005686
PF3D7_0522800	BUD31	GO:0005686
PF3D7_1119300	U2AF1	GO:0005686
PF3D7_1224000	GCH1	GO:0009396
PF3D7_0607300	UROD	GO:0006783
PF3D7_1142400	CPO	GO:0006783
PF3D7_1028100	PPO	GO:0006783
PF3D7_1364600	PF3D7_1364600	GO:0008152
PF3D7_0626100	PF3D7_0626100	GO:0008152
PF3D7_1240000	PF3D7_1240000	GO:0008152
PF3D7_1230600	PF3D7_1230600	GO:0008152
PF3D7_0715000	PNPase	GO:0008152
PF3D7_0304500	GLP1	GO:0015038
PF3D7_1403600	Sel1	GO:0016209
PF3D7_1427200	Sel4	GO:0016209
PF3D7_0815000	Sel3	GO:0016209
PF3D7_0931200	Sel2	GO:0016209
PF3D7_0306400	PF3D7_0306400	GO:0004368
PF3D7_0103100	VPS51	GO:0005794
PF3D7_0629900	PF3D7_0629900	GO:0005794
PF3D7_0210300	PF3D7_0210300	GO:0015718
PF3D7_0926400	PF3D7_0926400	GO:0015718
PF3D7_0215300	ACS8	GO:0015909
PF3D7_0215000	ACS9	GO:0015909
PF3D7_0302600	ABCB4	GO:0006855
PF3D7_0529200	PF3D7_0529200	GO:0008643
PF3D7_1209600	PBGD	GO:0004418
PF3D7_1013500	PI-PLC	GO:0004629
PF3D7_1354200	SAC1	GO:0004438
PF3D7_1236800	PF3D7_1236800	GO:0008171
PF3D7_1455500	PF3D7_1455500	GO:0005802
PF3D7_1432800	PF3D7_1432800	GO:0005802
PF3D7_0103100	VPS51	GO:0015031
PF3D7_1434700	TIM17	GO:0015031
PF3D7_1118100	AP1S	GO:0016192
PF3D7_0629900	PF3D7_0629900	GO:0016192
PF3D7_1242800	rabGDI	GO:0016192
PF3D7_1119500	PF3D7_1119500	GO:0016192
PF3D7_0423100	PF3D7_0423100	GO:0016192
PF3D7_1145400	DYN1	GO:0016192
PF3D7_0528100	PF3D7_0528100	GO:0016192
PF3D7_1332300	TRAPPC2	GO:0016192
PF3D7_1439800	PF3D7_1439800	GO:0016192
PF3D7_0730200	PF3D7_0730200	GO:0016192
PF3D7_0502000	VPS11	GO:0016192
PF3D7_1416200	MCA3	GO:0006915
PF3D7_1106700	DNA2	GO:0004518
PF3D7_1401500	PF3D7_1401500	GO:0016788
PF3D7_1038900	PF3D7_1038900	GO:0016788
PF3D7_1252600	PF3D7_1252600	GO:0016788
PF3D7_1430600	PF3D7_1430600	GO:0004536
PF3D7_0623900	PF3D7_0623900	GO:0004523
PF3D7_0203900	PF3D7_0203900	GO:0008409
PF3D7_0725000	PF3D7_0725000	GO:0008409
PF3D7_1020300	PF3D7_1020300	GO:0005868
PF3D7_1213600	DLC8	GO:0005868
PF3D7_1122900	PF3D7_1122900	GO:0030286
PF3D7_0523500	PF3D7_0523500	GO:0030286
PF3D7_1037500	DYN2	GO:0005875
PF3D7_1213600	DLC8	GO:0005875
PF3D7_0729800	PF3D7_0729800	GO:0005875
PF3D7_1357300	PF3D7_1357300	GO:0005875
PF3D7_0616500	TLP	GO:0016021
PF3D7_0302600	ABCB4	GO:0016021
PF3D7_0603500	CAX	GO:0016021
PF3D7_0609100	ZIP1	GO:0016021
PF3D7_0605900	PF3D7_0605900	GO:0016021
PF3D7_1032500	Der1-2	GO:0016021
PF3D7_1357900	PF3D7_1357900	GO:0006561
PF3D7_0806400	ALG13	GO:0004577
PF3D7_0211600	ALG14	GO:0004577
PF3D7_0919600	PF3D7_0919600	GO:0004579
PF3D7_1116600	STT3	GO:0004579
PF3D7_1141600	DPM1	GO:0004582
PF3D7_0512700	OPRT	GO:0004588
PF3D7_0820700	KDH	GO:0004591
PF3D7_1312600	BCKDHA	GO:0005947
PF3D7_1356800	ARK3	GO:0005952
PF3D7_1223100	PKAr	GO:0005952
PF3D7_0602500	PF3D7_0602500	GO:0005968
PF3D7_1214300	PF3D7_1214300	GO:0005968
PF3D7_1442500	PF3D7_1442500	GO:0005968
PF3D7_1015800	PF3D7_1015800	GO:0005971
PF3D7_1405600	RNR	GO:0005971
PF3D7_1437200	PF3D7_1437200	GO:0005971
PF3D7_1033100	AdoMetDC/ODC	GO:0006596
PF3D7_0910100	PF3D7_0910100	GO:0006611
PF3D7_0302900	PF3D7_0302900	GO:0006611
PF3D7_1003300	ARD1	GO:0004596
PF3D7_0629300	PL	GO:0004607
PF3D7_1130000	PAGM	GO:0004610
PF3D7_1342800	PEPCK	GO:0004612
PF3D7_1017400	PMM	GO:0004615
PF3D7_1120100	PGM1	GO:0004619
PF3D7_1102400	PPCS	GO:0004632
PF3D7_1015900	ENO	GO:0004634
PF3D7_0823900	DTC	GO:0005310
PF3D7_1340900	PiT	GO:0005315
PF3D7_0619500	ACS12	GO:0005324
PF3D7_1015600	HSP60	GO:0006626
PF3D7_0823700	TOM7	GO:0006626
PF3D7_1434700	TIM17	GO:0006626
PF3D7_1242900	TIM13	GO:0006626
PF3D7_1356200	TIM23	GO:0006626
PF3D7_1125400	TIM44	GO:0006626
PF3D7_0524700	TOM22	GO:0006626
PF3D7_0933600	MAS1	GO:0006627
PF3D7_0523100	PF3D7_0523100	GO:0006627
PF3D7_1401800	CK	GO:0006629
PF3D7_1314600	LipL1	GO:0006629
PF3D7_1124600	EK	GO:0006629
PF3D7_0628300	CEPT	GO:0006629
PF3D7_1013500	PI-PLC	GO:0006644
PF3D7_0702200	PF3D7_0702200	GO:0006644
PF3D7_1124600	EK	GO:0006646
PF3D7_0602500	PF3D7_0602500	GO:0004663
PF3D7_1442500	PF3D7_1442500	GO:0004663
PF3D7_1214300	PF3D7_1214300	GO:0004663
PF3D7_0824400	NT2	GO:0005337
PF3D7_1469400	NT3	GO:0005337
PF3D7_0529200	PF3D7_0529200	GO:0005351
PF3D7_1327800	PF3D7_1327800	GO:0006015
PF3D7_0820200	PGPS	GO:0006655
PF3D7_1124600	EK	GO:0006656
PF3D7_1366800	PF3D7_1366800	GO:0006659
PF3D7_0312400	GSK3	GO:0004674
PF3D7_1356800	ARK3	GO:0004674
PF3D7_0424500	FIKK4.1	GO:0004674
PF3D7_1454300	KIN	GO:0004674
PF3D7_0309200	ARK2	GO:0004674
PF3D7_0715300	PF3D7_0715300	GO:0004674
PF3D7_1441300	PF3D7_1441300	GO:0004674
PF3D7_1342400	CK2beta2	GO:0004674
PF3D7_1247500	PF3D7_1247500	GO:0004674
PF3D7_0311400	PKRP	GO:0004674
PF3D7_0821100	PK1	GO:0004674
PF3D7_0719200	NEK4	GO:0004674
PF3D7_0203100	PF3D7_0203100	GO:0004674
PF3D7_0525900	NEK2	GO:0004674
PF3D7_0310100	CDPK3	GO:0004683
PF3D7_0715300	PF3D7_0715300	GO:0004683
PF3D7_1423600	PF3D7_1423600	GO:0004683
PF3D7_1238900	PK2	GO:0004683
PF3D7_1247500	PF3D7_1247500	GO:0004693
PF3D7_0615500	CRK5	GO:0004693
PF3D7_1223800	YHM2	GO:0005371
PF3D7_1025100	GFPT	GO:0006041
PF3D7_1130000	PAGM	GO:0006041
PF3D7_1343600	PF3D7_1343600	GO:0006048
PF3D7_0724300	COQ3	GO:0006744
PF3D7_0204900	COQ5	GO:0006744
PF3D7_0607500	COQ2	GO:0006744
PF3D7_0807400	COQ10	GO:0006744
PF3D7_0512200	GS	GO:0006750
PF3D7_1113900	MAPK2	GO:0004707
PF3D7_0525900	NEK2	GO:0004713
PF3D7_1432700	PF3D7_1432700	GO:0004719
PF3D7_0410300	PPM1	GO:0004721
PF3D7_1309200	PPM6	GO:0004722
PF3D7_1455000	PPM3	GO:0004722
PF3D7_0810500	PPM7	GO:0004722
PF3D7_1319700	PF3D7_1319700	GO:0004722
PF3D7_0314400	PPP6	GO:0004722
PF3D7_0802800	CNA	GO:0004722
PF3D7_0802800	CNA	GO:0004723
PF3D7_1459700	PF3D7_1459700	GO:0004733
PF3D7_1357900	PF3D7_1357900	GO:0004735
PF3D7_1020800	DLAT	GO:0004739
PF3D7_1124500	pdhA	GO:0004739
PF3D7_1446400	pdhB	GO:0004739
PF3D7_1113300	UGT	GO:0005459
PF3D7_1037300	ADT	GO:0005471
PF3D7_1004800	PF3D7_1004800	GO:0005471
PF3D7_0509000	alphaSNAP	GO:0005483
PF3D7_1303200	VAMP8	GO:0005484
PF3D7_0530100	SYN6	GO:0005484
PF3D7_1324700	YKT6.2	GO:0005484
PF3D7_1448600	VTI1	GO:0005484
PF3D7_1452500	STX6	GO:0005484
PF3D7_1011200	BET1	GO:0005484
PF3D7_0826600	VAMP7	GO:0005484
PF3D7_0320100	SEC22	GO:0005484
PF3D7_0910600	YKT6.1	GO:0005484
PF3D7_1320500	SNAP23	GO:0005484
PF3D7_1111300	BOS1	GO:0005484
PF3D7_1473700	NUP116	GO:0005487
PF3D7_1351600	GK	GO:0006071
PF3D7_0820200	PGPS	GO:0006072
PF3D7_1114800	G3PDH	GO:0006072
PF3D7_1216200	PF3D7_1216200	GO:0006072
PF3D7_1325200	PF3D7_1325200	GO:0006089
PF3D7_0627800	ACS	GO:0006091
PF3D7_1439900	TIM	GO:0006094
PF3D7_1342800	PEPCK	GO:0006094
PF3D7_1015900	ENO	GO:0006094
PF3D7_1436000	GPI	GO:0006094
PF3D7_1311300	PF3D7_1311300	GO:0006818
PF3D7_0806800	PF3D7_0806800	GO:0006818
PF3D7_1235700	PF3D7_1235700	GO:0006818
PF3D7_0519200	PF3D7_0519200	GO:0006818
PF3D7_0715900	CDF	GO:0006829
PF3D7_0823900	DTC	GO:0006835
PF3D7_1223800	YHM2	GO:0006842
PF3D7_1223800	YHM2	GO:0006843
PF3D7_1037100	PyKII	GO:0004743
PF3D7_1327800	PF3D7_1327800	GO:0004749
PF3D7_1325100	PF3D7_1325100	GO:0004749
PF3D7_1219900	PF3D7_1219900	GO:0004750
PF3D7_0514600	PF3D7_0514600	GO:0004751
PF3D7_1431600	PF3D7_1431600	GO:0004775
PF3D7_1108500	PF3D7_1108500	GO:0004776
PF3D7_1342100	IRP	GO:0005506
PF3D7_1454500	ISU	GO:0005506
PF3D7_1434200	CAM	GO:0005509
PF3D7_1027700	CEN3	GO:0005509
PF3D7_1030800	PF3D7_1030800	GO:0005509
PF3D7_0107000	CEN1	GO:0005509
PF3D7_0714400	PF3D7_0714400	GO:0005509
PF3D7_1418300	PF3D7_1418300	GO:0005509
PF3D7_0414200	PF3D7_0414200	GO:0005509
PF3D7_1105500	CEN4	GO:0005509
PF3D7_1446600	CEN2	GO:0005509
PF3D7_0715300	PF3D7_0715300	GO:0005516
PF3D7_1202000	PF3D7_1202000	GO:0005524
PF3D7_1211300	MCM8	GO:0005524
PF3D7_0717500	CDPK4	GO:0005524
PF3D7_1229800	MyoJ	GO:0005524
PF3D7_1250800	PF3D7_1250800	GO:0005524
PF3D7_1107400	RAD51	GO:0005524
PF3D7_1126000	ThrRS	GO:0005524
PF3D7_1104200	SNF2L	GO:0005524
PF3D7_0512200	GS	GO:0005524
PF3D7_1207600	MiaA	GO:0005524
PF3D7_1352100	ABCB6	GO:0005524
PF3D7_0112200	MRP1	GO:0005524
PF3D7_1211000	PF3D7_1211000	GO:0005524
PF3D7_1229100	MRP2	GO:0005524
PF3D7_0724900	PF3D7_0724900	GO:0005524
PF3D7_1366500	NDK	GO:0005524
PF3D7_1201500	PF3D7_1201500	GO:0005524
PF3D7_1223400	PF3D7_1223400	GO:0005524
PF3D7_1145500	ABCB3	GO:0005524
PF3D7_1113900	MAPK2	GO:0005524
PF3D7_0715300	PF3D7_0715300	GO:0005524
PF3D7_1209900	ABCB7	GO:0005524
PF3D7_1118200	PF3D7_1118200	GO:0005524
PF3D7_1201600	NEK3	GO:0005524
PF3D7_1117500	TyrRSapi	GO:0005524
PF3D7_1339900	ABCB5	GO:0005524
PF3D7_1351600	GK	GO:0005524
PF3D7_0503600	MyoB	GO:0005524
PF3D7_0107600	eIK2	GO:0005524
PF3D7_1034900	MRScyt	GO:0005524
PF3D7_1121700	GCN20	GO:0005524
PF3D7_0516600	MB2	GO:0005525
PF3D7_1034700	PF3D7_1034700	GO:0005525
PF3D7_0807300	RAB18	GO:0005525
PF3D7_0612900	NOG1	GO:0005525
PF3D7_0528800	PF3D7_0528800	GO:0005525
PF3D7_0715600	PF3D7_0715600	GO:0005525
PF3D7_1312400	IF2a	GO:0005525
PF3D7_1348300	PF3D7_1348300	GO:0005525
PF3D7_1123400	PF3D7_1123400	GO:0005525
PF3D7_1348100	PF3D7_1348100	GO:0005525
PF3D7_1233000	EF-G	GO:0005525
PF3D7_1117700	RAN	GO:0005525
PF3D7_0824300	Obg2	GO:0005525
PF3D7_1366600	SRPR-alpha	GO:0005525
PF3D7_1410600	eIF2gamma	GO:0005525
PF3D7_0413500	PGM2	GO:0006096
PF3D7_1436000	GPI	GO:0006096
PF3D7_1015900	ENO	GO:0006096
PF3D7_1437700	PF3D7_1437700	GO:0006096
PF3D7_1120100	PGM1	GO:0006096
PF3D7_0626800	PyrK	GO:0006096
PF3D7_1037100	PyKII	GO:0006096
PF3D7_0318800	PF3D7_0318800	GO:0006096
PF3D7_1439900	TIM	GO:0006096
PF3D7_0619500	ACS12	GO:0006097
PF3D7_1219900	PF3D7_1219900	GO:0006098
